alpha          TP        FP        TN        FN        sensitivity         averageSquareTrim   leftMedian          rightMedian         leftMedianPositive  rightMedianPositive leftMedianNegative  rightMedianNegative
0.02           994       5         0         6         0.994               15.6770623742       0.0                 0.0                 0                   0                   -1                  -1                                      
0.02           989       3         0         11        0.989               1.17492416582       0                   0                   0                   0                   -1.0                -1                                      
0.02           990       3         0         10        0.99                9.33636363636       0.0                 0.0                 0                   0                   -1.0                -1                                      
0.02           986       8         0         14        0.986               25.9604462475       0.0                 0.0                 0                   0                   -1                  -1.0                                    
0.02           986       7         0         14        0.986               3.40669371197       0.0                 0.0                 0                   1                   -1.0                -1                                      
0.02           987       5         0         13        0.987               8.28166160081       0                   0                   0                   0                   -1.0                -1.0                                    
0.02           981       10        0         19        0.981               8.9123343527        0                   0                   0                   0                   -1                  -1.0                                    
0.02           986       6         0         14        0.986               6.58823529412       0.0                 0.0                 0                   0                   -1                  -1                                      
0.02           990       3         0         10        0.99                4.06767676768       0.0                 0.0                 0                   0                   -1                  -1.0                                    
0.02           986       6         0         14        0.986               3.97464503043       0.0                 0.0                 0                   0                   -1                  -1                                      
0.02           984       7         0         16        0.984               4.00203252033       0.0                 0.0                 0                   0                   -1                  -1                                      
0.02           993       4         0         7         0.993               3.33131923464       0                   0                   1                   1                   -1.0                -1.0                                    
0.02           987       4         0         13        0.987               1.11246200608       0                   0                   0                   0                   -1                  -1                                      
0.02           992       7         0         8         0.992               8.06552419355       0.0                 0.0                 0                   0                   -1                  -1                                      
0.02           989       5         0         11        0.989               8.82912032356       0                   0                   0                   0                   -1.0                -1                                      
0.02           991       6         0         9         0.991               1.02522704339       0                   0                   0                   0                   -1.0                -1.0                                    
0.02           988       4         0         12        0.988               1.51113360324       0.0                 0.0                 0                   0                   -1                  -1                                      
0.02           985       6         0         15        0.985               1.1076142132        0                   0                   0                   0                   -1                  -1.0                                    
0.02           991       2         0         9         0.991               0.968718466196      0                   0                   1                   0                   -1.0                -1.0                                    
0.02           986       2         0         14        0.986               6.39249492901       0.0                 0.0                 0                   0                   -1.0                -1                                      
0.02           988       5         0         12        0.988               7.72267206478       0.0                 0.0                 0                   0                   -1.0                -1                                      
0.02           989       4         0         11        0.989               5.19110212336       0                   0                   0                   0                   -1.0                -1.0                                    
0.02           994       3         0         6         0.994               0.939637826962      0.0                 0.0                 0                   0                   -1                  -1.0                                    
0.02           990       5         0         10        0.99                9.08383838384       0.0                 0.0                 0                   0                   -1.0                -1.0                                    
0.02           981       9         0         19        0.981               18.4209989806       0                   0                   0                   0                   -1.0                -1                                      
0.02           984       4         0         16        0.984               6.61890243902       0.0                 0.0                 0                   0                   -1.0                -1                                      
0.02           986       3         0         14        0.986               2.78701825558       0.0                 0.0                 0                   0                   -1                  -1.0                                    
0.03           982       8         0         18        0.982               11.3228105906       0.0                 0.0                 0                   0                   -1.0                -1.0                                    
0.03           988       5         0         12        0.988               1.70850202429       0.0                 0.0                 0                   0                   -1.0                -1.0                                    
0.03           986       4         0         14        0.986               10.6561866126       0.0                 0.0                 0                   0                   -1.5                -1                                      
0.03           983       5         0         17        0.983               6.35401831129       0                   0                   0                   0                   -1                  -1.0                                    
0.03           988       6         0         12        0.988               1.90688259109       0.0                 0.0                 0                   0                   -1.0                -1.0                                    
0.03           993       3         0         7         0.993               1.67573011078       0                   0                   0                   0                   -1.0                -1.0                                    
