alpha          TP        FP        TN        FN        sensitivity         averageSquareTrim   leftMedian          rightMedian         leftMedianPositive  rightMedianPositive leftMedianNegative  rightMedianNegative
0.005          917       1         0         83        0.917               67.1483097056       1                   1                   2.0                 2                   -1                  -1.0                                    
0.005          894       0         0         106       0.894               91.4250559284       1.0                 1.0                 2.0                 2                   -1.0                -1.0                                    
0.005          902       2         0         98        0.902               106.006651885       1.0                 1.0                 3                   3.0                 -1.0                -1                                      
0.005          900       2         0         100       0.9                 86.2655555556       1.0                 1.0                 3.0                 2                   -1.0                -1.0                                    
0.005          910       0         0         90        0.91                96.6186813187       1.0                 1.0                 2                   3                   -1                  -1.0                                    
0.005          898       3         0         102       0.898               119.808463252       1.0                 1.0                 3.0                 3.0                 -1.0                -1.0                                    
0.005          897       2         0         103       0.897               88.0691192865       1                   1                   2.0                 3.0                 -1.0                -1                                      
0.005          908       1         0         92        0.908               76.6563876652       1.0                 1.0                 2.0                 3.0                 -1                  -1.0                                    
0.005          891       0         0         109       0.891               139.200897868       1                   1                   3                   2                   -1.0                -1                                      
0.005          907       3         0         93        0.907               80.6339581036       1                   1                   3                   2.0                 -1                  -1                                      
0.005          913       0         0         87        0.913               111.807228916       2                   1                   2                   2                   -1.0                -1.0                                    
0.005          903       1         0         97        0.903               110.882613511       1                   1                   2.0                 2                   -1                  -1                                      
0.005          886       1         0         114       0.886               110.062076749       1.0                 1.0                 2.0                 3                   -1                  -1                                      
0.005          895       1         0         105       0.895               95.7407821229       1                   1                   3                   3.0                 -1                  -1                                      
0.005          907       0         0         93        0.907               112.823594267       1                   1                   2.5                 3                   -4                  -1                                      
0.005          908       2         0         92        0.908               163.772026432       1.0                 2.0                 3.0                 3.0                 -1                  -1.0                                    
0.005          916       0         0         84        0.916               119.783842795       1.0                 1.0                 3                   3                   -1.0                -1.0                                    
0.005          907       4         0         93        0.907               123.558985667       1                   1                   3.0                 2.0                 -1                  -2                                      
0.005          908       2         0         92        0.908               115.633259912       1.0                 1.0                 3.0                 3                   -1.0                -1                                      
0.005          912       0         0         88        0.912               108.740131579       1.0                 1.0                 3                   2                   -1.0                -1.0                                    
0.005          901       2         0         99        0.901               110.098779134       1                   1                   3.0                 2.0                 -1                  -1                                      
0.005          892       4         0         108       0.892               120.600896861       1.0                 1.0                 2                   3                   -1                  -1.0                                    
0.005          910       2         0         90        0.91                107.926373626       1.0                 1.0                 3                   2                   -1.0                -1.0                                    
0.005          901       3         0         99        0.901               116.557158713       1                   1                   2.0                 3                   -1                  -1                                      
0.005          907       5         0         93        0.907               105.636163175       1                   1                   3                   2                   -1.0                -1.0                                    
0.005          894       4         0         106       0.894               73.841163311        1.0                 1.0                 3.0                 2.0                 -1.0                -1                                      
0.005          889       1         0         111       0.889               76.2170978628       1                   1                   2                   2.0                 -2                  -1                                      
0.005          907       0         0         93        0.907               160.671444322       1                   1                   3.0                 3                   -1.5                -1.0                                    
0.005          913       2         0         87        0.913               94.6714129244       1                   1                   2.0                 3                   -1                  -1                                      
0.006          870       2         0         130       0.87                82.6827586207       1.0                 1.0                 3                   2.0                 -1                  -1                                      
0.006          901       1         0         99        0.901               108.243063263       1                   1                   2                   2                   -1.0                -1                                      
0.006          883       3         0         117       0.883               137.901472254       1                   1                   3                   2                   -1                  -1.0                                    
0.006          916       1         0         84        0.916               108.649563319       1.0                 1.0                 2                   3                   -1.0                -1.0                                    
0.006          884       4         0         116       0.884               102.557692308       1.0                 1.0                 3                   3                   -1.0                -1                                      
0.006          893       2         0         107       0.893               124.047032475       1                   1                   3                   3                   -1                  -1                                      
0.006          911       3         0         89        0.911               102.538968167       1                   1                   3                   3.0                 -1                  -1                                      
0.006          907       2         0         93        0.907               148.683572216       2                   1                   3.0                 3.0                 -1.0                -1                                      
0.006          904       1         0         96        0.904               108.909292035       1.0                 1.0                 3                   3.0                 -1.0                -1.0                                    
0.006          903       2         0         97        0.903               90.9590254707       1                   1                   2.0                 2                   -1.0                -1                                      
0.006          904       1         0         96        0.904               80.3274336283       1.0                 1.0                 2.0                 2.0                 -1.0                -1.0                                    
0.006          894       2         0         106       0.894               101.203579418       1.0                 1.0                 2.0                 2.0                 -1.0                -1                                      
0.006          918       1         0         82        0.918               124.802832244       1.0                 1.0                 2.5                 2.0                 -1.0                -1                                      
0.006          916       2         0         84        0.916               110.55349345        1.0                 1.0                 3.0                 3.0                 -1.0                -1.0                                    
0.006          879       3         0         121       0.879               157.631399317       1                   1                   3                   3                   -1                  -1                                      
0.006          920       2         0         80        0.92                93.1163043478       1.0                 1.0                 3                   3                   -1                  -1                                      
0.006          910       2         0         90        0.91                169.610989011       1.0                 1.0                 2                   3.0                 -1.0                -1                                      
0.006          902       0         0         98        0.902               79.2549889135       1.0                 1.0                 2                   3                   -1.0                -1                                      
0.006          911       2         0         89        0.911               124.219538968       1                   1                   2                   3.0                 -1.0                -1.0                                    
0.006          882       1         0         118       0.882               84.8242630385       1.0                 1.0                 2.0                 3.0                 -1                  -1                                      
0.006          892       0         0         108       0.892               153.49103139        1.0                 1.0                 2.5                 3                   -1.0                -1.0                                    
0.006          903       2         0         97        0.903               112.374307863       1                   1                   3.0                 3                   -1.0                -1.0                                    
0.006          904       1         0         96        0.904               119.509955752       2.0                 1.0                 3.0                 2                   -1                  -1.0                                    
0.006          914       3         0         86        0.914               64.7789934354       1.0                 1.0                 2                   2.0                 -1                  -1.0                                    
0.006          890       2         0         110       0.89                97.1460674157       1.0                 1.0                 2.5                 2                   -1                  -1.0                                    
0.006          896       3         0         104       0.896               62.7991071429       1.0                 1.0                 2.0                 2                   -1.0                -1                                      
0.006          894       4         0         106       0.894               90.9776286353       1.0                 1.0                 2                   2                   -1                  -1.0                                    
0.006          912       1         0         88        0.912               79.6567982456       1.0                 1.0                 2.0                 2.0                 -1.0                -1.0                                    
0.006          906       1         0         94        0.906               108.440397351       1.0                 1.0                 2.0                 2                   -1.0                -1.0                                    
0.006          917       2         0         83        0.917               69.9029443839       1                   1                   3                   2.0                 -1                  -1                                      
0.006          897       2         0         103       0.897               120.440356745       1                   1                   3.0                 3.0                 -1                  -1                                      
0.006          885       2         0         115       0.885               83.5514124294       1                   1                   3                   2                   -1                  -1.0                                    
0.006          883       1         0         117       0.883               106.849377123       1                   1                   2.0                 3.0                 -1                  -1                                      
0.006          931       3         0         69        0.931               92.5800214823       1                   1                   3                   2.0                 -1.0                -1.0                                    
0.006          901       1         0         99        0.901               75.4062153163       1                   1                   2.0                 2                   -1                  -1.0                                    
0.006          906       2         0         94        0.906               128.717439294       1.0                 1.0                 2.0                 3.0                 -1.0                -1.0                                    
0.006          893       3         0         107       0.893               74.5061590146       1                   1                   2.0                 3                   -1.0                -1                                      
0.006          902       4         0         98        0.902               73.1685144124       1.0                 1.0                 2                   3.0                 -1.0                -1                                      
0.006          904       2         0         96        0.904               103.578539823       1.0                 1.0                 3                   2.0                 -1.0                -1.0                                    
0.006          888       1         0         112       0.888               95.5315315315       1.0                 1.0                 2                   2.0                 -1                  -1                                      
0.006          908       2         0         92        0.908               61.5925110132       1.0                 1.0                 2.0                 2                   -1.0                -1.0                                    
0.006          897       1         0         103       0.897               145.327759197       1                   2                   2                   3.0                 -1.0                -1.0                                    
0.006          896       3         0         104       0.896               131.6875            2.0                 1.0                 3                   2                   -1.0                -1.0                                    
0.006          907       2         0         93        0.907               69.2216097023       1                   1                   2                   2.0                 -1.0                -1                                      
0.006          900       4         0         100       0.9                 119.666666667       1.0                 1.0                 3                   3.0                 -1.0                -1.0                                    
0.006          900       2         0         100       0.9                 100.533333333       1.0                 1.0                 2                   2                   -1                  -1.0                                    
0.006          898       1         0         102       0.898               106.590200445       1.0                 1.0                 2                   2.0                 -1                  -1.0                                    
0.006          908       1         0         92        0.908               91.9438325991       1.0                 1.0                 2.0                 3.0                 -1.0                -1.0                                    
0.006          895       0         0         105       0.895               105.976536313       1                   1                   2.0                 2                   -1                  -1.0                                    
0.006          884       1         0         116       0.884               94.3970588235       1.0                 1.0                 3.0                 3                   -1                  -2                                      
0.007          906       2         0         94        0.906               99.5430463576       1.0                 1.0                 2                   2                   -1.0                -1                                      
0.007          898       0         0         102       0.898               117.080178174       1.0                 1.0                 3                   2.0                 -1                  -1                                      
0.007          907       1         0         93        0.907               94.7254685777       1                   1                   3.0                 2.0                 -1                  -1.0                                    
0.007          886       1         0         114       0.886               119.610609481       1.0                 1.0                 2                   2.0                 -1.0                -1                                      
0.007          898       5         0         102       0.898               119.902004454       1.0                 1.0                 3                   3.0                 -1                  -1.0                                    
0.007          901       1         0         99        0.901               106.105438402       1                   1                   3                   2                   -1.0                -1                                      
0.007          904       3         0         96        0.904               115.543141593       2.0                 1.0                 3.0                 2.0                 -1                  -1                                      
0.007          911       1         0         89        0.911               104.189901207       1                   1                   2                   2.0                 -1                  -1                                      
0.007          915       1         0         85        0.915               101.93442623        1                   1                   2                   2.0                 -1.0                -1.0                                    
0.007          894       3         0         106       0.894               77.6454138702       1.0                 1.0                 2.0                 2.0                 -1.0                -1                                      
0.007          899       1         0         101       0.899               130.151279199       1                   1                   3                   2                   -1                  -1.0                                    
0.007          878       2         0         122       0.878               80.7243735763       1.0                 1.0                 2.0                 2                   -1.0                -1                                      
0.007          900       3         0         100       0.9                 107.15              1.0                 1.0                 2.0                 2                   -1.0                -1.0                                    
0.007          903       2         0         97        0.903               92.3643410853       1                   1                   2                   2.0                 -1                  -1.0                                    
0.007          900       1         0         100       0.9                 67.2388888889       1.0                 1.0                 2.0                 2                   -1.0                -1                                      
0.007          914       0         0         86        0.914               110.233041575       1.0                 1.0                 3                   3                   -1                  -1                                      
0.007          901       0         0         99        0.901               122.319644839       1                   1                   2.0                 2                   -1                  -1                                      
0.007          893       0         0         107       0.893               99.1679731243       1                   1                   3.0                 2.0                 -1                  -1.0                                    
0.007          899       0         0         101       0.899               145.542825362       1                   1                   3                   3                   -1                  -1.0                                    
0.007          920       1         0         80        0.92                98.8847826087       1.0                 1.0                 3                   2                   -1                  -1                                      
0.007          906       0         0         94        0.906               146.11589404        2.0                 1.0                 3.0                 3                   -1                  -1                                      
0.007          903       0         0         97        0.903               86.6987818383       1                   1                   2                   2                   -1                  -1.0                                    
0.007          923       1         0         77        0.923               86.6056338028       1                   1                   2.0                 2.0                 -1.0                -1.0                                    
0.007          895       2         0         105       0.895               98.6458100559       1                   1                   2                   2.0                 -1                  -1.0                                    
0.007          896       2         0         104       0.896               80.71875            1.0                 1.0                 2.0                 3.0                 -1.0                -1.0                                    
0.007          895       2         0         105       0.895               89.017877095        1                   1                   3.0                 2.0                 -1                  -1                                      
0.007          913       1         0         87        0.913               95.0240963855       1                   1                   2                   3.0                 -1                  -1.0                                    
0.007          906       3         0         94        0.906               101.812362031       1.0                 1.0                 3                   3.0                 -1.0                -1                                      
0.007          902       2         0         98        0.902               70.9900221729       1.0                 1.0                 2                   2.0                 -1                  -1.0                                    
0.007          901       0         0         99        0.901               112.459489456       1                   1                   2                   3.0                 -1.0                -1                                      
0.007          897       1         0         103       0.897               102.312151616       1                   1                   2                   3.0                 -1.0                -1.0                                    
0.007          905       3         0         95        0.905               120.772375691       2                   1                   3                   2                   -1.0                -1                                      
0.007          908       0         0         92        0.908               80.8799559471       1.0                 1.0                 2.5                 2                   -1                  -1                                      
0.007          904       2         0         96        0.904               87.0907079646       1.0                 1.0                 3.0                 2                   -1.0                -1                                      
0.007          908       2         0         92        0.908               101.158590308       1.0                 1.0                 2                   2.0                 -1.0                -1.0                                    
0.007          903       2         0         97        0.903               81.4717607973       1                   1                   2                   2.0                 -1.0                -1                                      
0.007          898       3         0         102       0.898               89.714922049        1.0                 1.0                 2.0                 3.0                 -1.0                -1                                      
0.007          915       2         0         85        0.915               98.0153005464       1                   1                   2                   2                   -1                  -1.0                                    
0.007          913       3         0         87        0.913               92.5366922234       1                   1                   3                   3.0                 -1                  -1.0                                    
0.007          899       1         0         101       0.899               125.703003337       1                   1                   3                   3.0                 -1                  -1                                      
0.007          901       1         0         99        0.901               77.2730299667       1                   1                   2.0                 2                   -1.0                -1.0                                    
0.007          892       4         0         108       0.892               124.543721973       1.0                 1.0                 3                   2.0                 -1                  -1                                      
0.007          907       0         0         93        0.907               103.005512679       1                   1                   2                   2.0                 -1.0                -1                                      
0.007          903       3         0         97        0.903               96.4950166113       1                   1                   3.0                 3.0                 -1                  -1.0                                    
0.007          906       1         0         94        0.906               83.729580574        1.0                 1.0                 2                   2.0                 -1.0                -1                                      
0.007          894       0         0         106       0.894               83.1890380313       1.0                 1.0                 2                   2.0                 -1                  -1                                      
0.007          892       1         0         108       0.892               114.933856502       1.0                 2.0                 3.0                 3.0                 -1.0                -1                                      
0.007          909       1         0         91        0.909               90.4092409241       1                   1                   2                   2.0                 -1                  -1                                      
0.007          896       3         0         104       0.896               124.858258929       1.0                 1.0                 3.0                 3                   -1                  -1                                      
0.007          901       2         0         99        0.901               71.769145394        1                   1                   2.0                 2                   -1                  -1.0                                    
0.008          903       0         0         97        0.903               92.7641196013       1                   1                   2.0                 2                   -1                  -1                                      
0.008          888       3         0         112       0.888               93.3581081081       1.0                 1.0                 2                   3                   -1                  -1                                      
0.008          897       2         0         103       0.897               107.752508361       1                   1                   2.0                 3.0                 -1                  -1.0                                    
0.008          902       1         0         98        0.902               138.281596452       1.0                 1.0                 2                   3                   -1                  -1.0                                    
0.008          913       0         0         87        0.913               118.452354874       1                   1                   2.0                 3.0                 -1.0                -1.0                                    
0.008          885       3         0         115       0.885               110.615819209       1                   1                   2                   3.0                 -1.0                -1                                      
0.008          887       1         0         113       0.887               79.2232243517       1                   1                   3                   2                   -1.0                -1                                      
0.008          890       4         0         110       0.89                88.0292134831       1.0                 1.0                 3.0                 2.0                 -1.0                -1                                      
0.008          906       1         0         94        0.906               130.145695364       1.0                 1.0                 3.0                 2.0                 -1                  -1                                      
0.008          900       1         0         100       0.9                 98.5211111111       1.0                 1.0                 2.0                 2                   -1.0                -1.0                                    
0.008          906       1         0         94        0.906               102.601545254       1.0                 1.0                 3                   2                   -1.0                -1                                      
0.008          904       2         0         96        0.904               99.4900442478       1.0                 1.5                 2                   3                   -1.0                -1.0                                    
0.008          909       1         0         91        0.909               101.712871287       1                   1                   2.0                 2                   -1.0                -1.0                                    
0.008          897       4         0         103       0.897               97.1070234114       1                   1                   3                   2.0                 -1                  -1.0                                    
0.008          889       2         0         111       0.889               98.2249718785       1                   1                   2.0                 3.0                 -1                  -1.0                                    
0.008          889       3         0         111       0.889               103.762654668       1                   1                   3                   2                   -1.0                -1                                      
0.008          909       3         0         91        0.909               116.935093509       1                   1                   2.0                 3.0                 -1                  -1                                      
0.008          890       1         0         110       0.89                109.134831461       1.0                 1.0                 2.0                 2.0                 -1                  -1.0                                    
0.008          917       0         0         83        0.917               99.9029443839       1                   1                   3.0                 2.0                 -1                  -1                                      
0.008          888       2         0         112       0.888               137.609234234       1.0                 1.0                 3.0                 2.0                 -1.0                -1                                      
0.008          902       2         0         98        0.902               91.5044345898       1.0                 1.0                 2.0                 2.5                 -1.0                -1                                      
0.008          914       0         0         86        0.914               96.2997811816       1.0                 1.0                 3                   2.0                 -1                  -1                                      
0.008          897       3         0         103       0.897               82.4882943144       1                   1                   3.0                 2                   -1.0                -1.0                                    
0.008          910       3         0         90        0.91                114.385714286       1.0                 1.0                 3.0                 2                   -1                  -1.0                                    
0.008          894       1         0         106       0.894               109.159955257       1.0                 2.0                 3                   3                   -1.0                -1.0                                    
0.008          889       1         0         111       0.889               130.618672666       1                   2                   2                   3                   -1.0                -1                                      
0.008          897       0         0         103       0.897               109.602006689       1                   1                   3.0                 2.0                 -1                  -1                                      
0.008          895       2         0         105       0.895               111.053631285       1                   1                   2                   2                   -1.0                -1.0                                    
0.008          897       2         0         103       0.897               111.150501672       1                   1                   2                   3                   -1                  -1                                      
0.008          910       0         0         90        0.91                87.1582417582       1.0                 1.0                 2                   2                   -1                  -1                                      
0.008          885       2         0         115       0.885               121.299435028       1                   2                   2.0                 2                   -1.0                -1                                      
0.008          915       1         0         85        0.915               69.2918032787       1                   1                   2                   2.0                 -1                  -1                                      
0.008          911       2         0         89        0.911               88.8693743139       1                   1                   3                   2                   -1                  -1                                      
0.008          903       0         0         97        0.903               80.0852713178       1                   1                   3.0                 2.0                 -1                  -1.0                                    
0.008          899       2         0         101       0.899               63.4182424917       1                   1                   2.0                 2                   -1.0                -1.0                                    
0.008          888       1         0         112       0.888               110.954954955       1.0                 1.0                 3                   3                   -1.0                -1.0                                    
0.008          919       3         0         81        0.919               93.9107725789       1                   1                   2                   3.0                 -1.0                -1.0                                    
0.008          908       2         0         92        0.908               70.6949339207       1.0                 1.0                 2.0                 2.0                 -1                  -1                                      
0.008          913       0         0         87        0.913               106.483023001       1                   1                   2                   3.0                 -1                  -1                                      
0.008          912       3         0         88        0.912               117.504385965       1.0                 2.0                 3.0                 3.0                 -1                  -1.0                                    
0.008          906       2         0         94        0.906               80.3233995585       1.0                 1.0                 3.0                 3                   -1                  -1                                      
0.008          909       4         0         91        0.909               115.04840484        1                   1                   3.0                 2.0                 -1.0                -1                                      
0.008          906       3         0         94        0.906               72.6832229581       1.0                 1.0                 3.0                 2.0                 -1.0                -1.0                                    
0.008          909       2         0         91        0.909               88.6831683168       1                   1                   3                   2                   -1.0                -1.0                                    
0.008          885       1         0         115       0.885               81.6485875706       1                   1                   2                   3                   -1.0                -1.0                                    
0.008          905       0         0         95        0.905               103.349171271       1                   1                   3.0                 2.0                 -1                  -1.0                                    
0.008          900       2         0         100       0.9                 120.093333333       2.0                 2.0                 3                   3                   -1                  -1.0                                    
0.008          913       0         0         87        0.913               77.3964950712       1                   1                   2                   2                   -1.0                -1.0                                    
0.008          904       3         0         96        0.904               96.4092920354       1.0                 1.0                 2.0                 3.0                 -1.0                -1                                      
0.008          895       2         0         105       0.895               64.5944134078       1                   1                   2.0                 2.0                 -1                  -1                                      
0.009          902       2         0         98        0.902               98.5022172949       1.0                 1.0                 2                   2.0                 -1                  -1                                      
0.009          889       1         0         111       0.889               86.3385826772       1                   1                   2.0                 2                   -1                  -1.0                                    
0.009          909       1         0         91        0.909               108.506050605       1                   1                   3                   2.0                 -1.0                -1                                      
0.009          885       2         0         115       0.885               102.322033898       1                   1                   2.0                 3.0                 -1                  -1                                      
0.009          905       3         0         95        0.905               97.9093922652       1                   1                   3                   3.0                 -1                  -1.0                                    
0.009          892       2         0         108       0.892               67.7219730942       1.0                 1.0                 2                   2.0                 -1.0                -1                                      
0.009          892       3         0         108       0.892               92.019058296        1.0                 1.0                 2                   3                   -1.0                -1                                      
0.009          915       1         0         85        0.915               77.3038251366       1                   1                   3                   2.0                 -1.0                -1.0                                    
0.009          914       4         0         86        0.914               137.333698031       1.0                 1.0                 3.0                 2                   -1.0                -1.0                                    
0.009          898       0         0         102       0.898               103.796213808       1.0                 1.0                 3                   2                   -1.0                -1                                      
0.009          895       2         0         105       0.895               87.0335195531       1                   1                   2                   2.0                 -1                  -1.0                                    
0.009          897       0         0         103       0.897               149.500557414       1                   1                   3.0                 3                   -1.0                -1.0                                    
